program_id,program_name,institution,source_type,source_url,primary_field,secondary_fields,interests,goals,budget,format,location_preference,city,state_or_country,region,selectivity,duration,duration_weeks,season,grade_min,grade_max,support_type,tuition_usd,financial_aid,residential_option,description,keywords,academic_strength_target,recommended_gpa_range,coursework_background_expected,prior_experience_expected,academic_rigor_level,prerequisite_notes
SYN-0726,Catalyst Pre-College Center Pioneer Research Lab in Artificial Intelligence,Catalyst Pre-College Center,synthetic_generated,,artificial intelligence,machine learning;computer science,artificial intelligence;machine learning;computer science,skill development;hands-on projects;research experience,moderate cost is okay,hybrid,West Coast,Los Angeles,California,West Coast,balanced,4 to 8 weeks,8,summer,9,12,faculty mentorship,4500,merit scholarships,optional,"Designed for motivated teens, this program combines artificial intelligence content with skill development and hands-on projects.",artificial intelligence;machine learning;computer science;skill development;hands-on projects,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0111,Helix Summer Scholars Open Door Immersion in Journalism,Helix Summer Scholars,synthetic_generated,,journalism,creative writing;political science,journalism;creative writing;political science,career exploration;portfolio building;networking,moderate cost is okay,in-person only,international,Singapore,Singapore,International,very competitive,1 to 2 weeks,2,summer,9,12,student mentorship,3200,no,yes,Students build confidence in journalism while developing transferable skills through career exploration and portfolio building.,journalism;creative writing;political science;career exploration;portfolio building,exceptional,3.8+,Foundational coursework or portfolio-building experience helpful,"Strong prior experience, portfolio, or sustained work preferred",high,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0087,Mosaic Futures Academy Discovery Research Lab in Machine Learning,Mosaic Futures Academy,synthetic_generated,,machine learning,artificial intelligence;data science,machine learning;artificial intelligence;data science,portfolio building;research experience;skill development,not a major concern,hybrid,South,Atlanta,Georgia,South,competitive,2 to 4 weeks,3,summer,9,12,student mentorship,11800,yes,optional,"A 2 to 4 weeks pre-college experience focused on machine learning, blending portfolio building with research experience.",machine learning;artificial intelligence;data science;portfolio building;research experience,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0678,Orbit Learning Institute Elite Field School in Chemistry,Orbit Learning Institute,synthetic_generated,,chemistry,biochemistry;research,chemistry;biochemistry;research,academic challenge;hands-on projects;research experience,strongly prefer free,in-person only,international,Toronto,Canada,International,balanced,4 to 8 weeks,8,summer,9,12,student mentorship,350,no,yes,"Designed for motivated teens, this program combines chemistry content with academic challenge and hands-on projects.",chemistry;biochemistry;research;academic challenge;hands-on projects,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0050,Granite Point Institute Young Innovators College Prep Seminar in Computer Science,Granite Point Institute,synthetic_generated,,computer science,software engineering;artificial intelligence,computer science;software engineering;artificial intelligence,hands-on projects;portfolio building;career exploration,low cost only,hybrid,West Coast,San Diego,California,West Coast,competitive,2 to 4 weeks,4,summer,9,12,student mentorship,1500,yes,optional,"Designed for motivated teens, this program combines computer science content with hands-on projects and portfolio building.",computer science;software engineering;artificial intelligence;hands-on projects;portfolio building,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0365,Summit Forge Academy Discovery Leadership Forum in Cybersecurity,Summit Forge Academy,synthetic_generated,,cybersecurity,computer science;law,cybersecurity;computer science;law;software engineering,skill development;career exploration;leadership development,must be free,either,South,Miami,Florida,South,less competitive,1 to 2 weeks,1,summer,9,12,independent exploration,0,merit scholarships,optional,Students build confidence in cybersecurity while developing transferable skills through skill development and career exploration.,cybersecurity;computer science;law;skill development;career exploration,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0902,Blue Mesa Scholars Academy Future Leaders Pre-College Institute for Mathematics,Blue Mesa Scholars Academy,synthetic_generated,,mathematics,statistics;physics,mathematics;statistics;physics,college preparation;skill development;major exploration,not a major concern,mostly online,South,Atlanta,Georgia,South,less competitive,2 to 4 weeks,3,summer,9,12,independent exploration,13500,limited,optional,"Designed for motivated teens, this program combines mathematics content with college preparation and skill development.",mathematics;statistics;physics;college preparation;skill development,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
REAL-0019,International Relations Academy,Georgetown University,real_sourced,https://summer.georgetown.edu/programs/SHS14/international-relations-academy/,international relations,political science;leadership;history,international relations;political science;leadership;history,leadership development;career exploration;networking,moderate cost is okay,in-person only,East Coast,Washington,District of Columbia,East Coast,competitive,1 to 2 weeks,1,summer,8,12,peer community,3725,limited,yes,One-week international relations academy focused on diplomacy and global affairs.,international relations;political science;leadership;history;leadership development;career exploration,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0126,Catalyst Pre-College Center Elite Workshop Series in Neuroscience,Catalyst Pre-College Center,synthetic_generated,,neuroscience,biology;psychology,neuroscience;biology;psychology;chemistry,major exploration;career exploration;research experience,moderate cost is okay,in-person only,international,Singapore,Singapore,International,very competitive,1 to 2 weeks,2,summer,9,12,peer community,4500,no,yes,"Designed for motivated teens, this program combines neuroscience content with major exploration and career exploration.",neuroscience;biology;psychology;major exploration;career exploration,exceptional,3.8+,Advanced coursework preferred (honors/AP/IB or strong equivalent),"Some prior projects, research, competitions, or advanced exposure preferred",high,No strict prerequisite; demonstrated interest improves fit
SYN-0351,Helix Summer Scholars Pioneer Field School in Arts,Helix Summer Scholars,synthetic_generated,,arts,design;film,arts;design;film;graphic design,portfolio building;skill development;meeting like-minded students,moderate cost is okay,mostly online,East Coast,Philadelphia,Pennsylvania,East Coast,less competitive,4 to 8 weeks,8,summer,8,12,faculty mentorship,3800,limited,optional,"A 4 to 8 weeks pre-college experience focused on arts, blending portfolio building with skill development.",arts;design;film;portfolio building;skill development,average,3.0-3.19,Foundational coursework or portfolio-building experience helpful,Beginner friendly; no prior experience required,moderate-low,"Portfolio, writing samples, or prior creative work may strengthen fit"
